id	referentiel	entite	role	stade	conforme	label_propose	source	probleme	label_fr
FOETO:PP.PBA-INF-002	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR), déciduite aiguë	manifestation		oui		Khong 2016, acute inflammatory lesions — maternal inflammatory response		Abcès décidual
FOETO:PP.PBA-MET-001	AMSTERDAM	MFI / MPFD — infarctus de la plaque basale / dépôt massif de fibrinoïde périvillositaire	manifestation		non_standard	Dépôt de fibrinoïde de la plaque basale (à quantifier)	Khong 2016, MPFD / maternal floor infarction	Sans seuil quantitatif, le libellé ne distingue pas le fibrinoïde physiologique de la plaque basale (Rohr, Nitabuch) du dépôt pathologique de l'infarctus du plancher maternel ; doublonne en outre un terme identique du vocabulaire.	Dépôts de fibrinoïde dans la plaque basale
FOETO:PP.PBA-MET-002	BENIRSCHKE	Maladies de surcharge lysosomale — vacuolisation des cellules déciduales	manifestation		oui		Benirschke, Burton & Baergen, storage disorders / metabolic diseases of the placenta		Vacuolisation des cellules déciduales basales
FOETO:PP.PBA-MET-003	BENIRSCHKE	Trophoblaste extravilleux du site d'implantation — excès / hyperplasie	manifestation		non_standard	Excès de trophoblaste extravilleux de la plaque basale	Benirschke, Burton & Baergen, trophoblaste extravilleux et site d'implantation	Siège absent du libellé (déduit du seul compartiment) et absence de critère quantitatif définissant l'« excès ».	Excès de trophoblaste extravilleux
FOETO:PP.PLA-INF-036	BENIRSCHKE	Candidose placentaire (funisite/chorioamnionite à Candida)	critere		oui		Benirschke, Burton & Baergen, Infectious diseases — Candida		Structures mycéliennes et spores fongiques (candida) dans le placenta
FOETO:PP.PLA-INF-037	AMSTERDAM	Vascularite fœtale éosinophile / à cellules T (ETCV)	synonyme		oui		Khong 2016, lésions inflammatoires chroniques — ETCV		Vascularite choriale éosinophilique à cellules T
FOETO:PP.PLA-MAL-025	BENIRSCHKE	Kyste (pseudokyste) de la gelée de Wharton du cordon ombilical	synonyme		oui		Benirschke, Burton & Baergen, Umbilical cord — cysts		Kyste de la gelée de Wharton
FOETO:PP.PLA-MAL-026	BENIRSCHKE	Reliquat omphalo-mésentérique (vitellin) du cordon — kyste	synonyme		oui		Benirschke, Burton & Baergen, Umbilical cord — omphalomesenteric remnants		Kyste omphalomésentérique du cordon ombilical
FOETO:PP.PLA-MAL-027	BENIRSCHKE	Métaplasie malpighienne de l'amnios / de l'épithélium du cordon	structure		oui		Benirschke, Burton & Baergen, Amnion — squamous metaplasia	Doublon de contenu avec « Métaplasie malpighienne de l'épithélium du cordon ombilical » : granularité redondante.	Métaplasie malpighienne de la surface du cordon
FOETO:PP.PLA-MAL-028	BENIRSCHKE	Mort fœtale in utero d'un jumeau — altérations dégénératives de l'amnios de la membrane de séparation	manifestation		oui		Benirschke, Burton & Baergen, Twin placenta / fetal death changes	Doublon de contenu avec « Nécrose de l'épithélium amniotique (jumeau décédé) » : deux libellés pour un même signe.	Nécrose de l'épithélium amniotique (membrane de séparation gémellaire)
FOETO:PP.PLA-MAL-029	AMSTERDAM	Méconium — myonécrose des vaisseaux ombilicaux	manifestation		non_standard	Myonécrose de la paroi artérielle ombilicale	Khong 2016, méconium — myonécrose vasculaire ombilicale	Libellé étiologiquement muet : recouvre indistinctement la myonécrose méconiale et la nécrose pariétale de la funisite nécrosante.	Nécrose de la paroi artérielle ombilicale
FOETO:PP.PLA-MAL-030	AMSTERDAM	Placentation extrachoriale — placenta circummarginé	synonyme		non_standard	Placenta circummarginé	Khong 2016, membranes — placentation extrachoriale		Placenta circummarginal
FOETO:PP.PLA-MAL-031	AMSTERDAM	Placentation extrachoriale — placenta circumvallé	synonyme		oui		Khong 2016, membranes — placentation extrachoriale		Placenta circumvallé
FOETO:PP.PLA-MAL-032	GEMELLAIRE	Fœtus papyraceus (mort in utero d'un jumeau)	manifestation		non_standard	Territoire placentaire du jumeau papyracé — involution/infarctus	Lewi/Khalil, pathologie gémellaire — fœtus papyraceus	Libellé composite : mêle l'entité gémellaire (fœtus papyraceus) et la lésion parenchymateuse de son territoire.	Placenta fœtus papyraceus (portion infarcte)
FOETO:PP.PLA-MAL-033	BENIRSCHKE	Artère ombilicale unique — reliquat de l'artère atrophiée	manifestation		oui		Benirschke, Burton & Baergen, Umbilical cord — single umbilical artery		Remnant musculaire d'artère ombilicale atrophiée
FOETO:PP.PLA-MAL-034	GEMELLAIRE	TAPS — séquence anémie-polycythémie gémellaire	synonyme		non_standard	Séquence anémie-polycythémie gémellaire (TAPS)	Slaghekke, TAPS — classification anténatale et post-natale	Libellé fourre-tout : « aspect placentaire » ne désigne aucune lésion élémentaire (anastomoses AV de petit calibre, discordance de coloration parenchymateuse) et ne porte pas le stade post-natal.	Séquence anémie-polycythémie gémellaire (TAPS) — aspect placentaire
FOETO:PP.PLA-MAL-035	AMSTERDAM	FVM — thrombose des vaisseaux ombilicaux	critere		oui		Khong 2016, FVM		Thrombose d'artère ombilicale
FOETO:PP.PLA-MAL-036	AMSTERDAM	FVM — thrombose des vaisseaux ombilicaux	critere		oui		Khong 2016, FVM		Thrombose de veine ombilicale
FOETO:PP.PLA-MAL-037	AMSTERDAM	FVM — thrombus de la plaque choriale	critere		oui		Khong 2016, FVM		Thrombose des veines de surface placentaire
FOETO:PP.PBA-NOR-000	BENIRSCHKE	Anatomie normale — plaque basale	structure		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — basal plate (anatomie normale)		Plaque basale normale
FOETO:PP.PBA-NOR-001	BENIRSCHKE	Anatomie normale — villosités d'ancrage et colonnes trophoblastiques de la plaque basale	structure		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — anchoring villi / trophoblastic cell columns		Villosités d'ancrage dans la plaque basale
FOETO:PP.MEM-INF-010	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR) stade 1	stade	MIR stade 1	oui		Khong 2016, inflammation aiguë — MIR stade 1 (chorionite / subchorionite aiguë)	Discordance interne : le libellé situe l'infiltrat dans l'espace sous-chorial alors que la description associée le place dans la décidue.	MIR Stage 1 — Chorionite subchoriale aiguë
FOETO:PP.MEM-INF-011	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR) stade 2	stade	MIR stade 2	non_standard	MIR stade 2 — chorioamnionite aiguë	Khong 2016, inflammation aiguë — MIR stade 2 (chorioamnionite aiguë)	Orthographe « chorioamniotite » non retenue par le consensus (chorioamnionite).	MIR Stage 2 — Chorioamniotite aiguë
FOETO:PP.PLA-NOR-103	VOGEL	Maturation villositaire selon l'âge gestationnel	structure		non_standard	Maturation villositaire — appréciation selon l'âge gestationnel	Vogel, Clinical Pathology of the Placenta — maturation villositaire par tranche d'âge gestationnel	Libellé générique désignant un axe d'évaluation et non une observation morphologique ; granularité incohérente avec les termes de maturation qui le suivent.	Maturation villositaire (évaluation par rapport à l'âge gestationnel)
FOETO:PP.PLA-NOR-104	VOGEL	Trouble de maturation — maturation villositaire accélérée	synonyme		oui		Vogel, troubles de maturation villositaire — maturation accélérée	Doublon de contenu avec « MVM — Maturation villositaire accélérée » (versant Amsterdam) du même vocabulaire.	Maturation villositaire accélérée
FOETO:PP.PLA-NOR-105	VOGEL	Maturation villositaire normale pour l'âge gestationnel	structure		oui		Vogel, maturation villositaire normale par tranche d'âge gestationnel	Doublon sémantique avec « Maturation villositaire normale ».	Maturation villositaire adaptée à l'âge gestationnel
FOETO:PP.PLA-NOR-106	VOGEL	Maturation villositaire normale pour l'âge gestationnel	structure		oui		Vogel, maturation villositaire normale par tranche d'âge gestationnel	Doublon sémantique avec « Maturation villositaire adaptée à l'âge gestationnel ».	Maturation villositaire normale
FOETO:PP.PLA-NOR-107	VOGEL	Trouble de maturation — retard de maturation villositaire	synonyme		oui		Vogel, troubles de maturation villositaire — retard de maturation	Recouvre le DVM d'Amsterdam et les entités « Retard de maturation villositaire » / « Immaturité villositaire distale » du même vocabulaire.	Maturation villositaire retardée
FOETO:PP.PLA-NOR-108	BENIRSCHKE	Anatomie normale — amnios	structure		oui		Benirschke, Burton & Baergen, anatomie normale des membranes (amnios)	Doublon avec « Amnios normal » et « Épithélium amniotique » du même vocabulaire.	Membrane amniotique (amnios)
FOETO:PP.PLA-NOR-109	BENIRSCHKE	Anatomie normale — membrane basale trophoblastique	structure		oui		Benirschke, Burton & Baergen, barrière villositaire — membrane basale trophoblastique		Membrane basale trophoblastique
FOETO:PP.PLA-NOR-110	GEMELLAIRE	Chorionicité — membrane de séparation bichorionique biamniotique	structure		oui		Lewi / Khalil, détermination histologique de la chorionicité	Doublon avec « Membrane séparatrice bichoriale biamniote » ; le qualifieur « coupe histologique » relève du mode d'observation, pas du terme.	Membrane de séparation gémellaire DiDi (coupe histologique)
FOETO:PP.PLA-NOR-111	GEMELLAIRE	Chorionicité — membrane de séparation monochorionique diamniotique	structure		oui		Lewi / Khalil, détermination histologique de la chorionicité	Doublon avec « Membrane séparatrice monochoriale diamniote » ; le qualifieur « coupe histologique » relève du mode d'observation.	Membrane de séparation gémellaire DiMo (coupe histologique)
FOETO:PP.PLA-NOR-112	GEMELLAIRE	Chorionicité — membrane de séparation bichorionique biamniotique	structure		oui		Lewi / Khalil, détermination histologique de la chorionicité	Doublon avec « Membrane de séparation gémellaire DiDi (coupe histologique) ».	Membrane séparatrice bichoriale biamniote
FOETO:PP.PLA-NOR-113	GEMELLAIRE	Chorionicité — membrane de séparation monochorionique diamniotique	structure		oui		Lewi / Khalil, détermination histologique de la chorionicité	Doublon avec « Membrane de séparation gémellaire DiMo (coupe histologique) ».	Membrane séparatrice monochoriale diamniote
FOETO:PP.PLA-NOR-114	VOGEL	Maturation villositaire normale — membrane vasculo-syncytiale des villosités terminales	structure		oui		Vogel, maturation villositaire normale ; cf. Khong 2016, DVM (raréfaction des membranes vasculo-syncytiales)	Doublon avec « Membranes vasculo-syncytiales » (singulier/pluriel) du même vocabulaire.	Membrane vasculo-syncytiale
FOETO:PP.PLA-NOR-115	VOGEL	Maturation villositaire normale — barrière des villosités terminales	structure		non_standard	Membranes basales capillaires villositaires non fusionnées au syncytiotrophoblaste (absence de membrane vasculo-syncytiale)	Vogel, maturation villositaire — formation des membranes vasculo-syncytiales	Granularité ultrastructurale isolée, formulée en creux (absence de fusion) et redondante avec « Membrane vasculo-syncytiale » ; incohérente avec le reste du vocabulaire.	Membranes basales distinctes des capillaires villositaires terminaux
FOETO:PP.PLA-NOR-161	BENIRSCHKE	Chorangiomatose	manifestation		non_standard	Réseau réticulinique en treillis péricapillaire villositaire (chorangiomatose)	Benirschke, Burton & Baergen, Pathology of the Human Placenta — chorangiomatosis (réticuline péricapillaire)	Libellé vague : la nature de l'anomalie capillaire n'est pas nommée et le terme mêle un résultat de coloration spéciale à un descripteur lésionnel.	Réseau de réticuline en treillis dans les villosités capillaires anormales
FOETO:PP.PLA-NOR-162	BENIRSCHKE	Anatomie normale du cordon ombilical — reliquat du canal allantoïque	structure		oui		Benirschke, Burton & Baergen — umbilical cord, allantoic duct remnant		Résidu du canal allantoïque
FOETO:PP.PLA-DYS-022	BENIRSCHKE	Kystes (pseudokystes) des septa placentaires — variante anatomique banale	structure		oui		Benirschke, Burton & Baergen — septal and subchorionic cysts		Kyste septal placentaire
FOETO:PP.PLA-DYS-023	AMSTERDAM	FVM — malperfusion vasculaire fœtale	synonyme		oui		Khong 2016, FVM		Malperfusion vasculaire fœtale placentaire
FOETO:PP.PLA-DYS-024	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	manifestation		non_standard	Manchon mésenchymateux périvasculaire des villosités tronculaires	Benirschke, Burton & Baergen — placental mesenchymal dysplasia	Terme descriptif non consacré : son sens dépend du contexte (stroma périvasculaire immature vs myxoïde) et il n'est critère d'aucune entité.	Manchon mésenchymateux péri-vasculaire
FOETO:PP.PLA-DYS-025	BENIRSCHKE	Métaplasie malpighienne de l'amnios (variante banale sans signification pathologique)	structure		oui		Benirschke, Burton & Baergen — amnion, squamous metaplasia		Métaplasie malpighienne de l'amnion
FOETO:PP.PLA-DYS-026	AMSTERDAM	MVM — artériopathie déciduale	critere		oui		Khong 2016, MVM — persistance du trophoblaste intramural endovasculaire / défaut de transformation physiologique		Persistance de trophoblastes endovasculaires intramuraux au troisième trimestre
FOETO:PP.PLA-DYS-027	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	manifestation		non_standard	Perte d'expression de l'actine musculaire lisse dans le stroma villositaire (immunohistochimie)	Benirschke, Burton & Baergen — placental mesenchymal dysplasia, stromal immunophenotype	Marqueur immunohistochimique de description, non critère diagnostique consensuel ; granularité (résultat d'IHC) hétérogène par rapport au reste du vocabulaire.	Perte d'expression de l'actine musculaire lisse dans le stroma villositaire
FOETO:PP.PLA-DYS-028	BENIRSCHKE	Môle hydatiforme complète	critere		oui		Benirschke, Burton & Baergen — hydatidiform mole, p57KIP2 immunostaining		Perte d'expression de p57kip2 dans le stroma villositaire
FOETO:PP.PLA-DYS-029	BENIRSCHKE	Placentomégalie (poids placentaire > 90e percentile : diabète maternel, anasarque, anémie fœtale)	synonyme		oui		Benirschke, Burton & Baergen — placental weight and dimensions	Critère macroscopique de poids sans seuil explicite dans le libellé, alors que le vocabulaire est majoritairement microscopique.	Placentomégalie
FOETO:PP.PLA-DYS-030	AMSTERDAM	MPFD / MFI — dépôt massif de fibrinoïde périvillositaire	manifestation		non_standard	Prolifération de trophoblaste extravilleux (intermédiaire) dans le fibrinoïde périvillositaire	Khong 2016, MPFD (extravillous trophoblast increased within perivillous fibrinoid)		Prolifération de trophoblastes intermédiaires périvilleuse
FOETO:PP.PLA-DYS-031	BENIRSCHKE	Môle hydatiforme partielle	critere		oui		Benirschke, Burton & Baergen — partial hydatidiform mole, trophoblastic pseudoinclusions		Pseudo-inclusion trophoblastique
FOETO:PP.PLA-DYS-032	BENIRSCHKE	Môle hydatiforme partielle / diagnostic différentiel des môles (exclusion de la môle complète)	critere		non_standard	Expression nucléaire conservée de p57KIP2 (cytotrophoblaste villositaire et stroma)	Benirschke, Burton & Baergen — hydatidiform mole, p57KIP2 immunostaining	Énoncé formulé comme la conservation d'un caractère normal (valeur d'exclusion), ce qui en fait un critère négatif difficile à coder comme lésion.	Rétention trophoblastique de l'expression de p57kip2
FOETO:PP.PLA-DYS-033	AMSTERDAM	FVM — malperfusion vasculaire fœtale segmentaire	critere		oui		Khong 2016, FVM — fibromuscular sclerosis / obliteration of stem villous vessels		Sclérose fibromusculaire des vaisseaux tronculaires
FOETO:PP.PLA-DYS-034	AMSTERDAM	FVM — malperfusion vasculaire fœtale segmentaire	manifestation		non_standard	Septation fibroblastique de la lumière des vaisseaux de villosités tronculaires	Khong 2016, FVM ; Genest, obliterative fetal vasculopathy	Libellé trop générique : le type de vaisseau (tronculaire, chorial, ombilical) n'est pas précisé, alors que le reste du vocabulaire distingue ces sièges.	Septation luminale vasculaire
FOETO:PP.PLA-INF-021	AMSTERDAM	Déciduite chronique à plasmocytes	synonyme		non_standard	Déciduite chronique (à plasmocytes)	Khong 2016, lésions inflammatoires chroniques — déciduite chronique à plasmocytes	Libellé périphrastique doublonnant l'entrée « Déciduite chronique » du même vocabulaire.	Inflammation chronique déciduale
FOETO:PP.PLA-INF-022	AMSTERDAM	CHI — intervillite chronique histiocytaire	synonyme		obsolete	Intervillite chronique histiocytaire (CHI)	Khong 2016, lésions inflammatoires chroniques — chronic histiocytic intervillositis	« Intervillite chronique massive » est l'ancienne dénomination, remplacée par intervillite chronique histiocytaire.	Intervillite chronique massive
FOETO:PP.PLA-DYS-037	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	critere		oui		Benirschke, Burton & Baergen, placental mesenchymal dysplasia — myxoid villous stroma		Stroma villositaire myxomateux
FOETO:PP.PLA-DYS-038	BENIRSCHKE	Thrombohématome sous-chorial massif (môle de Breus)	synonyme		oui		Benirschke, Burton & Baergen, massive subchorial thrombohematoma (Breus mole)	Doublon de l'entrée « Thrombose sous-choriale massive (môle de Breus) » du même vocabulaire.	Thrombohématome sous-chorial
FOETO:PP.PLA-DYS-039	AMSTERDAM	FVM — malperfusion vasculaire fœtale	critere		non_standard	Thrombus des vaisseaux fœtaux (plaque choriale ou villosité tronculaire)	Khong 2016, FVM — thrombi of chorionic plate or stem villous vessels	Siège vasculaire fœtal non précisé, alors que la gradation FVM dépend du calibre et du siège du thrombus.	Thrombus vasculaire placentaire fœtal
FOETO:PP.PLA-DYS-040	AMSTERDAM	FVM — malperfusion vasculaire fœtale globale (obstruction partielle)	critere		non_standard	Ectasie vasculaire de la plaque choriale	Khong 2016, FVM global — vascular ectasia / thick-walled dilated chorionic plate vessels	Libellé composite associant deux axes lésionnels (épaississement pariétal et ectasie luminale) dans un même terme.	Vaisseau de la plaque choriale à paroi épaisse et ectasique
FOETO:PP.PLA-DYS-041	AMSTERDAM	FVM — malperfusion vasculaire fœtale segmentaire	manifestation		oui		Khong 2016, FVM — fibromuscular sclerosis / mural fibrin deposition des vaisseaux tronculaires		Vaisseau-tronc villositaire à paroi épaisse
FOETO:PP.PLA-DYS-042	BENIRSCHKE	Œdème villositaire (villous edema)	synonyme		non_standard	Œdème villositaire	Benirschke, Burton & Baergen, villous edema	Libellé descriptif redondant avec l'entrée « Œdème villositaire » déjà présente dans le vocabulaire.	Villosité choriale élargie et œdémateuse
FOETO:PP.PLA-DYS-043	BENIRSCHKE	Dégénérescence hydropique villositaire / môle hydatiforme	critere		oui		Benirschke, Burton & Baergen, hydatidiform mole — diffusely hydropic avascular villi		Villosité hydropique diffuse sans vascularisation
FOETO:PP.PLA-DYS-044	BENIRSCHKE	Dégénérescence hydropique villositaire / môle hydatiforme partielle	manifestation		non_standard	Villosités élargies à paucité vasculaire (dégénérescence hydropique)	Benirschke, Burton & Baergen, partial mole / hydropic villous change	Granularité descriptive largement recouverte par « Villosité hydropique diffuse sans vascularisation » ; qualifieur « relatif » non opérationnalisable.	Villosités agrandies avec paucité vasculaire relative
FOETO:PP.PLA-INF-001	BENIRSCHKE	Infection virale placentaire à étiologie identifiée (CMV, HSV) — inclusions virales	critere		oui		Benirschke, Burton & Baergen, viral infections of the placenta — amniotic epithelial viral inclusions		Cellules amniotiques infectées (inclusions virales amniotiques)
FOETO:PP.PLA-INF-002	BENIRSCHKE	Hémophagocytose intravasculaire fœtale (syndrome hémophagocytaire / infection congénitale)	manifestation		oui		Benirschke, Burton & Baergen, fetal hematologic disorders — intravascular hemophagocytosis		Cellules avec hémophagocytose dans la circulation fœtale placentaire
FOETO:PP.PLA-INF-003	BENIRSCHKE	Villite granulomateuse à étiologie identifiée (tuberculose, syphilis)	critere		oui		Benirschke, Burton & Baergen, granulomatous villitis — Langhans-type giant cells	« Langhans » prête à confusion avec le cytotrophoblaste villositaire (cellules de Langhans) présent ailleurs dans le vocabulaire.	Cellules géantes multinucléées de type Langhans dans les villosités
FOETO:PP.PLA-INF-004	AMSTERDAM	AI — infection amniotique / inflammation aiguë, réponse inflammatoire maternelle (MIR)	synonyme		non_standard	Chorioamnionite aiguë (réponse inflammatoire maternelle)	Khong 2016, acute chorioamnionitis — maternal inflammatory response	Terme sans temporalité ni stade : chapeau fourre-tout recouvrant à la fois la chorioamnionite aiguë et la chorioamnionite chronique.	Chorioamnionite
FOETO:PP.PLA-INF-005	AMSTERDAM	AI — chorioamnionite aiguë, réponse inflammatoire maternelle (MIR)	synonyme		oui		Khong 2016, acute chorioamnionitis — MIR stade 2	Doublonne l'entrée mal orthographiée « Chorioamniotite aiguë » du même vocabulaire (orthographe retenue : chorioamnionite).	Chorioamnionite aiguë
FOETO:PP.PLA-NOR-086	AMSTERDAM	Érythroblastes circulants augmentés	manifestation		non_standard	Érythroblastes circulants augmentés (hématies nucléées dans les vaisseaux villositaires)	Khong 2016, autres lésions — increased circulating nucleated red blood cells	Libellé purement descriptif sans notion d'augmentation ni de seuil : la signification (physiologique avant 32 SA, pathologique à terme) dépend de l'âge gestationnel non précisé ; fait doublon avec « Érythroblastes dans les vaisseaux fœtaux villositaires » et « Augmentation des érythroblastes intravasculaires ».	Hématies nucléées dans les vaisseaux villositaires
FOETO:PP.PLA-NOR-087	AMSTERDAM	DVM — retard de maturation villositaire (immaturité villositaire distale)	synonyme		oui		Khong 2016, delayed villous maturation / distal villous immaturity	Doublon de « Retard de maturation villositaire » et « Maturation villositaire retardée » présents dans le même vocabulaire.	Immaturité villositaire distale
FOETO:PP.PLA-NOR-043	GEMELLAIRE	Grossesse monochorionique monoamniotique — anomalies funiculaires (cordon commun / bifurqué)	manifestation		oui		Lewi/Khalil, chorionicité et placenta monoamniotique ; Benirschke, twin placenta — cord insertion anomalies	Classé en architecture normale alors qu'il s'agit d'une variante propre aux grossesses monoamniotiques ; libellé mêlant la structure et le contexte de chorionicité.	Cordon ombilical bifurqué (jumeaux MoMo)
FOETO:PP.PLA-NOR-044	AMSTERDAM	Hyperspiralisation du cordon (hypercoiling)	synonyme		oui		Khong 2016, umbilical cord — hypercoiling	Doublon strict de l'entité « Hyperenroulement du cordon ombilical » déjà présente dans le vocabulaire ; granularité incohérente (ici element, là entite).	Cordon ombilical hyperenroulé
FOETO:PP.PLA-NOR-045	BENIRSCHKE	Anomalie de longueur du cordon — cordon long	synonyme		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — umbilical cord length	Aucun seuil métrique associé (habituellement > 70 cm à terme) ; à harmoniser avec « Cordon ombilical court » codé au niveau entite.	Cordon ombilical long
FOETO:PP.PLA-NOR-046	BENIRSCHKE	Cordon ombilical normal	structure		oui		Benirschke, Burton & Baergen — normal umbilical cord anatomy	Doublon fonctionnel de « Cordon normal » et « Vaisseaux funiculaires normaux ».	Cordon ombilical — architecture normale
FOETO:PP.PLA-NOR-047	BENIRSCHKE	Anatomie placentaire normale — cotylédon fœtal (arbre villositaire)	structure		oui		Benirschke, Burton & Baergen — villous tree / fetal cotyledon		Cotylédons fœtaux (arbres villeux)
FOETO:PP.PLA-NOR-048	BENIRSCHKE	Anatomie placentaire normale — cotylédon maternel (lobe placentaire)	structure		oui		Benirschke, Burton & Baergen — maternal cotyledon / placental lobe		Cotylédons maternels (lobes placentaires)
FOETO:PP.PLA-NOR-049	VOGEL	Maturation villositaire normale — persistance de la couche cytotrophoblastique (Langhans) au premier/deuxième trimestre	structure		oui		Vogel, Atlas der morphologischen Plazentadiagnostik — Zytotrophoblastschicht nach Gestationsalter	Quasi-doublon de « Persistance de la couche cytotrophoblastique (couche de Langhans) » ; l'interprétation n'a de sens que rapportée à l'âge gestationnel, non porté par le libellé.	Couche cytotrophoblastique quasi-complète
FOETO:PP.PLA-NOR-050	BENIRSCHKE	Membranes extraplacentaires normales — couche spongieuse (intermédiaire)	structure		oui		Benirschke, Burton & Baergen — fetal membranes, spongy layer	Trois libellés du vocabulaire (NOR-050, NOR-051, NOR-052) désignent la même structure : à fusionner.	Couche spongieuse (amnios-chorion)
FOETO:PP.PLA-NOR-051	BENIRSCHKE	Membranes extraplacentaires normales — couche spongieuse (intermédiaire)	structure		oui		Benirschke, Burton & Baergen — fetal membranes, spongy layer	Doublon de « Couche spongieuse (amnios-chorion) » et « Couche spongieuse amnio-choriale ».	Couche spongieuse (intermédiaire) des membranes
FOETO:PP.PLA-NOR-052	BENIRSCHKE	Membranes extraplacentaires normales — couche spongieuse (intermédiaire)	structure		oui		Benirschke, Burton & Baergen — fetal membranes, spongy layer	Doublon de « Couche spongieuse (amnios-chorion) » et « Couche spongieuse (intermédiaire) des membranes ».	Couche spongieuse amnio-choriale
FOETO:PP.PLA-NOR-053	BENIRSCHKE	Plaque choriale normale — coussinets myxoïdes intimaux des vaisseaux chorioniques	structure		oui		Benirschke, Burton & Baergen — chorionic plate vessels, intimal myxoid cushions	Variante anatomique incidentelle codée ici au niveau element alors que le même libellé figure ailleurs au niveau structure : granularité incohérente.	Coussinets myxoïdes intimaux des vaisseaux de la plaque choriale
FOETO:PP.PLA-NOR-054	VOGEL	Maturation villositaire normale — différenciation syncytiale du cytotrophoblaste	structure		oui		Vogel, Clinical Pathology of the Placenta — trophoblastic differentiation		Cytotrophoblaste en voie de fusion (différenciation syncytiale)
FOETO:PP.PLA-NOR-055	BENIRSCHKE	Villosité normale — cytotrophoblaste villositaire (cellules de Langhans)	structure		oui		Benirschke, Burton & Baergen — villous cytotrophoblast (Langhans cells)	Doublon strict de « Cytotrophoblaste villositaire (cellules de Langhans) ».	Cytotrophoblaste villeux (cellules de Langhans)
FOETO:PP.PAR-VAS-026	AMSTERDAM	FVM — malperfusion vasculaire fœtale (segmentaire)	critere		oui		Khong 2016, FVM — villosités avasculaires		Villosités avasculaires
FOETO:PP.PAR-VAS-027	AMSTERDAM	MPFD / MFI — dépôt massif de fibrinoïde périvillositaire	stade		non_standard	Dépôt de fibrinoïde périvillositaire — pattern en îlots (forme focale)	Khong 2016, MPFD/MFI	Acronyme NIDF non explicité et non usuel dans la littérature anglo-saxonne ; le libellé porte un pattern macro/architectural sans lésion élémentaire ni siège factorisables.	NIDF — Îlots (stade focal)
FOETO:PP.PLA-NOR-088	BENIRSCHKE	Anatomie normale — cytotrophoblaste villositaire (cellules de Langhans)	structure		oui		Benirschke, Burton & Baergen, Villous trophoblast (glycogène cytotrophoblastique physiologique)	Libellé ambigu : identique dans sa formulation aux dépôts de glycogène des surcharges métaboliques, alors qu'il désigne ici un contenu cytoplasmique physiologique.	Inclusions de glycogène dans les cellules cytotrophoblastiques
FOETO:PP.PLA-NOR-089	BENIRSCHKE	Anatomie normale — insertion du cordon ombilical	structure		oui		Benirschke, Burton & Baergen, Umbilical cord insertion		Insertion du cordon ombilical — centrale
FOETO:PP.PLA-NOR-090	BENIRSCHKE	Anatomie normale — trophoblaste extravilleux interstitiel / site d'implantation	structure		non_standard	Invasion trophoblastique interstitielle physiologique du myomètre	Benirschke, Burton & Baergen, Implantation site / extravillous trophoblast	Libellé ambigu : sans le qualificatif « physiologique », il se confond avec l'invasion myométriale anormale du spectre accreta (référentiel ACCRETA).	Invasion trophoblastique myométriale
FOETO:PP.PLA-NOR-091	BENIRSCHKE	Kystes placentaires bénins (amniotiques / sous-choriaux)	manifestation		oui		Benirschke, Burton & Baergen, Cysts of the placenta and membranes		Kyste amniotique
FOETO:PP.PLA-NOR-092	BENIRSCHKE	Kystes placentaires bénins (amniotiques / sous-choriaux)	manifestation		non_standard	Kyste chorio-amniotique microscopique (membranes)	Benirschke, Burton & Baergen, Cysts of the membranes	Orthographe altérée (« choriamniotique ») ; granularité (« microscopique ») hétérogène par rapport aux autres kystes du vocabulaire.	Kyste choriamniotique microscopique (membranes)
FOETO:PP.PLA-NOR-093	BENIRSCHKE	Kystes placentaires bénins (amniotiques / sous-choriaux)	manifestation		non_standard	Kyste chorial (sous-chorial)	Benirschke, Burton & Baergen, Subchorionic cysts	Libellé orthographiquement altéré (« chorioniaque ») et siège chorial imprécis (plaque choriale vs chorion laeve).	Kyste chorioniaque
FOETO:PP.PLA-NOR-094	BENIRSCHKE	Kystes des îlots cellulaires trophoblastiques (kystes du trophoblaste extravilleux)	manifestation		oui		Benirschke, Burton & Baergen, Cell islands and septal cysts	Doublon de granularité avec « Kystes des îlots cellulaires trophoblastiques » et « Kyste trophoblastique extravilleux ».	Kyste d'îlot cellulaire trophoblastique
FOETO:PP.PLA-NOR-095	BENIRSCHKE	Kystes des îlots cellulaires trophoblastiques (kystes du trophoblaste extravilleux)	manifestation		non_standard	Kyste d'îlot cellulaire trophoblastique	Benirschke, Burton & Baergen, Cell islands and septal cysts	Synonyme redondant des kystes d'îlot cellulaire trophoblastique : trois entrées du vocabulaire désignent la même lésion.	Kyste trophoblastique extravilleux
