id	niveau	lesion	site	qualifieurs	pattern	compartiment	label_fr	doute
FOETO:PP.PLA-NOR-082	structure		plaque choriale	bichorionique|fusionné|gémellaire		placenta	Fusion choriale (placentas gémellaires bichorioniques fusionnés)	
FOETO:PP.PLA-NOR-083	structure		gelée de Wharton	aspect histologique		placenta	Gelée de Wharton — aspect histologique	
FOETO:PP.PLA-NOR-084	structure		gelée de Wharton	normal		placenta	Gelée de Wharton — aspect normal	
FOETO:PP.PLA-NOR-085	element	hypertrophie pariétale	vaisseau décidual membranaire			placenta	Hypertrophie pariétale des vaisseaux déciduals membranaires	
FOETO:PP.PLA-NOR-086	element	érythroblastes circulants	vaisseau villositaire			placenta	Hématies nucléées dans les vaisseaux villositaires	classé en axe maturation alors qu'il s'agit d'un constat cytologique dont la signification (physiologique ou pathologique) dépend de l'âge gestationnel non précisé
FOETO:PP.PLA-NOR-087	entite	retard de maturation villositaire	villosité distale			placenta	Immaturité villositaire distale	
FOETO:PP.PLA-NOR-043	element	cordon bifurqué	cordon ombilical	monochorionique monoamniotique		placenta	Cordon ombilical bifurqué (jumeaux MoMo)	libellé classé en architecture normale alors qu'il décrit une variante/anomalie propre aux grossesses monoamniotiques
FOETO:PP.PLA-NOR-044	element	hyperenroulement	cordon ombilical			placenta	Cordon ombilical hyperenroulé	
FOETO:PP.PLA-NOR-045	element	longueur excessive	cordon ombilical			placenta	Cordon ombilical long	
FOETO:PP.PLA-NOR-046	structure		cordon ombilical	normal		placenta	Cordon ombilical — architecture normale	
FOETO:PP.PLA-NOR-047	structure		cotylédon fœtal (arbre villeux)			placenta	Cotylédons fœtaux (arbres villeux)	
FOETO:PP.PLA-NOR-048	structure		cotylédon maternel (lobe placentaire)			placenta	Cotylédons maternels (lobes placentaires)	
FOETO:PP.PLA-NOR-049	maturation		cytotrophoblaste villositaire	quasi-complète		placenta	Couche cytotrophoblastique quasi-complète	
FOETO:PP.PLA-NOR-050	structure		couche spongieuse des membranes amnio-choriales			placenta	Couche spongieuse (amnios-chorion)	
FOETO:PP.PLA-NOR-051	structure		couche spongieuse des membranes amnio-choriales	intermédiaire		placenta	Couche spongieuse (intermédiaire) des membranes	
FOETO:PP.PLA-NOR-052	structure		couche spongieuse des membranes amnio-choriales			placenta	Couche spongieuse amnio-choriale	
FOETO:PP.PLA-NOR-053	element	coussinet myxoïde intimal	vaisseau de la plaque choriale			placenta	Coussinets myxoïdes intimaux des vaisseaux de la plaque choriale	
FOETO:PP.PLA-NOR-054	maturation		cytotrophoblaste villositaire	différenciation syncytiale|en voie de fusion		placenta	Cytotrophoblaste en voie de fusion (différenciation syncytiale)	
FOETO:PP.PLA-NOR-055	structure		cytotrophoblaste villositaire			placenta	Cytotrophoblaste villeux (cellules de Langhans)	
FOETO:PP.PLA-NOR-056	structure		cytotrophoblaste villositaire			placenta	Cytotrophoblaste villositaire (cellules de Langhans)	
FOETO:PP.PLA-NOR-057	element	dilatation des citernes du réticulum endoplasmique	syncytiotrophoblaste			placenta	Dilatation des citernes du réticulum endoplasmique syncytial	signe ultrastructural, non évaluable en microscopie optique
FOETO:PP.PLA-MAL-010	element	capillaires villositaires vides	capillaire villositaire	jumeau donneur	syndrome transfuseur-transfusé (TTTS)	placenta	Capillaires villositaires vides (jumeau donneur, TTTS)	
FOETO:PP.PLA-MAL-011	entite	cordon ombilical court	cordon ombilical			placenta	Cordon ombilical court	anomalie macroscopique de longueur, pas de seuil précisé
FOETO:PP.PLA-MAL-012	structure		cotylédon	monochorionique|partagé		placenta	Cotylédon partagé (placenta gémellaire monochorionique)	
FOETO:PP.PLA-MAL-013	element	discordance de coloration	parenchyme placentaire	monochorionique		placenta	Discordance de coloration du parenchyme placentaire (jumeaux monochorioniques)	signe macroscopique et non lésion microscopique élémentaire
FOETO:PP.PLA-MAL-014	element	déficit en gelée de Wharton	gelée de Wharton			placenta	Déficit en gelée de Wharton	
FOETO:PP.PLA-MAL-015	entite	funiculite	cordon ombilical			placenta	Funisitis	libellé sans précision de type cellulaire, de stade ni d'étendue
FOETO:PP.PLA-MAL-016	entite	hyperenroulement	cordon ombilical			placenta	Hyperenroulement du cordon ombilical	
FOETO:PP.PLA-MAL-017	entite	hypo-enroulement	cordon ombilical			placenta	Hypo-enroulement du cordon ombilical	
FOETO:PP.PLA-MAL-018	element	hématopoïèse extramédullaire	cordon ombilical			placenta	Hématopoïèse extra-médullaire du cordon ombilical	
FOETO:PP.PLA-MAL-019	element	infarctus	villosité	post-ablation laser|superficiel		placenta	Infarctus villositaire superficiel post-ablation laser	
FOETO:PP.PLA-MAL-020	entite	insertion excentrée du cordon	cordon ombilical			placenta	Insertion excentrée du cordon ombilical	
FOETO:PP.PLA-MAL-021	entite	insertion furcate du cordon	cordon ombilical			placenta	Insertion furcate du cordon ombilical	
FOETO:PP.PLA-MAL-022	entite	insertion marginale du cordon	cordon ombilical			placenta	Insertion marginale du cordon ombilical (battledore)	
FOETO:PP.PLA-MAL-023	entite	insertion vélamenteuse du cordon	cordon ombilical	grossesse multiple		placenta	Insertion vélamenteuse du cordon (grossesse multiple)	
FOETO:PP.PLA-MAL-024	entite	kyste allantoïque	cordon ombilical			placenta	Kyste allantoïque du cordon ombilical	
FOETO:PP.PLA-NOR-163	structure		canal omphalo-mésentérique	résiduel		placenta	Résidu du canal omphalomésentérique	vestige embryonnaire du cordon; le siège précis (cordon ombilical) n'est pas explicite dans le libellé
FOETO:PP.PLA-NOR-164	structure		sac amniotique	monochorionique diamniotique|sac inclus dans un autre		placenta	Sac amniotique contenu dans un autre (placenta gémellaire DiMo)	libellé descriptif d'une disposition membranaire gémellaire, à la limite entre repère architectural et variante
FOETO:PP.PLA-NOR-165	structure		septum placentaire			placenta	Septa placentaires	
FOETO:PP.PLA-NOR-166	structure		septum chorionique			placenta	Septum chorioniaque	
FOETO:PP.PLA-NOR-167	structure		plaque basale	stratification		placenta	Stratification de la plaque basale	
FOETO:PP.PLA-NOR-168	structure		plaque basale	fibrinoïde		placenta	Strie fibrinoïde de Langhans	éponyme (strie de Langhans) désignant une couche fibrinoïde physiologique; le siège n'est pas explicité dans le libellé
FOETO:PP.PLA-NOR-169	structure		villosité souche	condensé|fibreux		placenta	Stroma fibreux condensé des villosités souches	
FOETO:PP.PLA-NOR-170	structure		villosité	réticulaire		placenta	Stroma réticulaire villositaire	
FOETO:PP.PLA-NOR-171	structure		villosité			placenta	Stroma villeux	
FOETO:PP.PLA-NOR-172	structure		artère ombilicale	architecture pariétale normale		placenta	Structure vasculaire artérielle ombilicale — architecture normale	
FOETO:PP.PLA-NOR-173	structure		veine ombilicale	architecture pariétale normale		placenta	Structure vasculaire veineuse ombilicale — architecture normale	
FOETO:PP.PLA-NOR-174	structure		plaque basale	face maternelle		placenta	Surface basale (maternelle) du placenta	
FOETO:PP.PLA-NOR-175	structure		plaque choriale	face fœtale		placenta	Surface choriale (face fœtale) du placenta	
FOETO:PP.PLA-NOR-176	structure		syncytiotrophoblaste			placenta	Syncytiotrophoblaste	
FOETO:PP.PLA-NOR-177	structure		syncytiotrophoblaste			placenta	Syncytiotrophoblaste villositaire	
FOETO:PP.PLA-NOR-178	structure		trophoblaste extravilleux			placenta	Trophoblaste extravilleux	
FOETO:PP.PLA-NOR-179	structure		trophoblaste extravilleux de la plaque basale			placenta	Trophoblaste extravilleux de la plaque basale	
FOETO:PP.PLA-NOR-180	structure		trophoblaste extravilleux des membranes libres			placenta	Trophoblaste extravilleux des membranes	
FOETO:PP.PLA-NOR-181	structure		trophoblaste extravilleux inclus dans le fibrinoïde			placenta	Trophoblaste extravillositaire dans le fibrinoïde	constituant normal classé sur l'axe pathologie : ambiguïté entre repère architectural et lésion
FOETO:PP.PLA-NOR-182	structure		trophoblaste intermédiaire de type chorionique des membranes libres			placenta	Trophoblaste intermédiaire de type chorionic des membranes	
FOETO:PP.PLA-NOR-183	structure		trophoblaste villositaire	normal|sans hyperplasie		placenta	Trophoblaste villositaire d'aspect normal sans hyperplasie	
FOETO:PP.PLA-NOR-184	element	vacuolisation des macrophages stromaux	stroma villositaire			placenta	Vacuolisation des macrophages stromaux villositaires	
FOETO:PP.PLA-NOR-185	structure		vaisseau de la plaque choriale			placenta	Vaisseaux chorioniques de la plaque choriale	
FOETO:PP.PLA-NOR-186	structure		reliquat de vaisseaux vitellins du cordon ombilical	résiduel		placenta	Vaisseaux vitellins résiduels du cordon	
FOETO:PP.PLA-NOR-187	structure		placenta			placenta	Variabilité de forme placentaire (index de forme)	paramètre morphométrique macroscopique (index de forme), ni lésion ni structure au sens strict
FOETO:PP.PLA-NOR-188	structure		lame élastique interne de la veine ombilicale			placenta	Veine ombilicale — lame élastique interne	
FOETO:PP.PLA-NOR-189	element	dépôt de vernix caseosa	région sous-amniotique			placenta	Vernix caseosa sous-amniotique	
FOETO:PP.PLA-NOR-190	structure	villosités fantômes	chorion laeve			placenta	Villi fantômes du chorion lisse	vestige villositaire physiologique du chorion laeve, à la limite entre repère architectural et lésion dégénérative
FOETO:PP.PLA-NOR-191	structure		villosité d'ancrage			placenta	Villosité d'ancrage	
FOETO:PP.PLA-NOR-192	maturation		villosité intermédiaire immature	immature		placenta	Villosité intermédiaire immature	
FOETO:PP.PLA-VAS-006	element	dépôt de fibrinoïde	espace périvillositaire			placenta	Dépôt périvillositaire de fibrinoïde	
FOETO:PP.PLA-VAS-007	element	ectasie vasculaire	villosité souche	stade précoce	malperfusion vasculaire fœtale (FVM)	placenta	Ectasie vasculaire des troncs villositaires (VTF stade précoce)	
FOETO:PP.PLA-VAS-008	element	ectasie vasculaire	vaisseau fœtal placentaire			placenta	Ectasie vasculaire fœtale placentaire	siège fœtal non précisé (tronc, plaque choriale ou villosité)
FOETO:PP.PLA-VAS-009	element	dépôt de fibrine	espace intervilleux	augmenté		placenta	Fibrine intervilleuse augmentée	
FOETO:PP.PLA-VAS-010	element	villosités avasculaires	villosité	grands foyers|étendu		placenta	Grands foyers de villosités avasculaires	
FOETO:PP.PLA-VAS-011	entite	hématome avec infarctus	parenchyme placentaire			placenta	Hématome d'infarction placentaire	libellé composite associant hématome et infarctus sans précision de siège ni d'ancienneté
FOETO:PP.PLA-VAS-012	element	hématome	cordon ombilical			placenta	Hématome du cordon ombilical	
FOETO:PP.PLA-VAS-013	element	hématome	décidue basale			placenta	Hématome décidual basal (hématome rétroplacentaire)	
FOETO:PP.PLA-VAS-014	element	hématome	décidue marginale			placenta	Hématome décidual marginal	
FOETO:PP.PLA-VAS-015	element	hématome	marge placentaire			placenta	Hématome marginal placentaire	
FOETO:PP.PLA-VAS-016	element	hématome	espace sous-chorial			placenta	Hématome sous-chorionique	
FOETO:PP.PLA-VAS-017	element	hémorragie	espace rétroplacentaire			placenta	Hémorragie rétroplacentaire	
FOETO:PP.PLA-VAS-018	element	hémorragie	région sous-amniotique			placenta	Hémorragie sous-amniotique	
FOETO:PP.PLA-VAS-019	entite	infarctus du plancher maternel	plaque basale			placenta	Infarctus du plancher maternel	
FOETO:PP.PLA-VAS-020	element	infarctus	marge placentaire			placenta	Infarctus marginal	
FOETO:PP.PLA-TUM-012	element	congestion vasculaire	villosité			placenta	Congestion villositaire	
FOETO:PP.PLA-TUM-013	element	hématopoïèse extramédullaire	tissu hépatique ectopique placentaire			placenta	Hématopoïèse extramédullaire dans le tissu hépatique ectopique placentaire	
FOETO:PP.PLA-TUM-014	element	dépôt d'hémosidérine	stroma villositaire			placenta	Hémosidérose stromale placentaire	libellé situe la lésion au « stroma placentaire » sans préciser villositaire ou membranaire
FOETO:PP.PLA-TUM-015	element	infarctus	chorangiome			placenta	Infarctus de chorangiome	
FOETO:PP.PLA-TUM-016	entite	léiomyome	placenta			placenta	Léiomyome placentaire	
FOETO:PP.PLA-TUM-017	element	prolifération endothéliale	lumière vasculaire de chorangiome			placenta	Prolifération endothéliale intravasculaire dans les chorangiomes	
FOETO:PP.PLA-TUM-018	element	thrombose	chorangiome			placenta	Thrombose intratumorale d'un chorangiome	
FOETO:PP.PLA-TUM-019	element	thrombose	vaisseau de chorangiome	chronique		placenta	Thrombose vasculaire chronique dans les chorangiomes	
FOETO:PP.PLA-TUM-020	structure		placenta	ectopique		placenta	Tissu surrénalien cortical ectopique placentaire	inclusion de tissu surrénalien cortical ectopique : anomalie de siège tissulaire, ni lésion élémentaire ni entité lésionnelle
FOETO:PP.PLA-TUM-021	entite	tératome	placenta			placenta	Tératome placentaire	
FOETO:PP.PLA-VAS-001	element	atrophie et fibrose villositaires	villosité	secondaire à obstruction vasculaire fœtale		placenta	Atrophie et fibrose villositaires par obstruction vasculaire fœtale	libellé combine deux lésions élémentaires distinctes (atrophie, fibrose stromale) et un mécanisme causal proche de la malperfusion vasculaire fœtale sans la nommer
FOETO:PP.PLA-VAS-002	element	congestion vasculaire	villosité			placenta	Congestion vasculaire villositaire	
FOETO:PP.PLA-VAS-003	element	congestion vasculaire	villosité	récent|secondaire à obstruction vasculaire fœtale		placenta	Congestion villositaire par obstruction vasculaire fœtale récente	mécanisme causal proche de la malperfusion vasculaire fœtale, non nommé comme pattern dans le libellé
FOETO:PP.PLA-VAS-004	element	dépôt de fibrine intramural	gros vaisseau placentaire			placenta	Dépôt de fibrine intramural dans les grands vaisseaux placentaires	« grands vaisseaux placentaires » ne distingue pas vaisseau de la plaque choriale et vaisseau du tronc villositaire
FOETO:PP.PLA-VAS-005	entite	dépôt de fibrinoïde périvillositaire	espace intervilleux	massif		placenta	Dépôt de fibrine périvillositaire massive (infarctus du plancher maternel)	libellé mêle la lésion élémentaire (dépôt fibrinoïde périvillositaire) et l'entité nommée « infarctus du plancher maternel »
FOETO:PP.PLA-RET-014	element	prolifération cytotrophoblastique		post-mortem|réactionnel		placenta	Prolifération cytotrophoblastique réactionnelle post-mortem	siège précis du cytotrophoblaste (villositaire ou extravilleux) non indiqué
FOETO:PP.PLA-RET-015	element	pseudovasculite	cordon ombilical			placenta	Pseudovasculite du cordon ombilical	libellé par analogie (aspect trompeur) sans précision de la lésion élémentaire sous-jacente
FOETO:PP.PLA-RET-016	element	septation fibroblastique et oblitération luminale	vaisseau de villosité souche	multifocal		placenta	Septation fibroblastique et obliteration luminale des vaisseaux villositaires souches (multifocal) (Genest)	mention éponymique (Genest) non factorisable comme qualifieur
FOETO:PP.PLA-RET-017	element	septation fibroblastique	villosité souche	multifocal		placenta	Septoïsation fibroblastique villositaire multifocale	
FOETO:PP.PLA-TUM-001	entite	adénome hépatocellulaire	placenta			placenta	Adénome hépatocellulaire placentaire	
FOETO:PP.PLA-TUM-002	element	calcification	chorangiome			placenta	Calcification d'un chorangiome	
FOETO:PP.PLA-TUM-003	element	cellules anormales	espace intervilleux			placenta	Cellules anormales dans l'espace intervillositaire	nature des cellules non précisée, libellé trop vague
FOETO:PP.PLA-TUM-004	element	cellules tumorales non hématopoïétiques	vaisseau fœtal placentaire			placenta	Cellules tumorales non hématopoïétiques dans la circulation fœtale placentaire	
FOETO:PP.PLA-TUM-005	entite	chorangiocarcinome	placenta			placenta	Chorangiocarcinome placentaire	
FOETO:PP.PLA-TUM-006	entite	chorangiome avec prolifération trophoblastique				placenta	Chorangiome avec prolifération trophoblastique	
FOETO:PP.PLA-TUM-007	entite	chorangiome		myxoïde		placenta	Chorangiome myxoïde	
FOETO:PP.PLA-TUM-008	entite	chorangiome		stroma fibreux		placenta	Chorangiome à stroma fibreux	
FOETO:PP.PLA-TUM-009	entite	chorangiose		focal		placenta	Chorangiose focale	
FOETO:PP.PLA-TUM-010	entite	chorangiose	placenta			placenta	Chorangiose placentaire	
FOETO:PP.PLA-TUM-011	entite	chorangiome				placenta	Chorioangiome	
FOETO:PP.AUP-INF-001	element	artérite	artère déciduale			arteres_uteroplacentaires	Artérite déciduale	libellé sans précision de temporalité ni de type d'infiltrat
FOETO:PP.AUP-NOR-000	structure		artère utéroplacentaire	normal|remodelage physiologique		arteres_uteroplacentaires	Artères utéro-placentaires normales (remodelage physiologique)	
FOETO:PP.AUP-VAS-001	entite	défaut de remodelage physiologique	artère spiralée			arteres_uteroplacentaires	Défaut de remodelage des artères spiralées	
FOETO:PP.AUP-VAS-002	entite	défaut de remodelage physiologique	artère utéroplacentaire			arteres_uteroplacentaires	Défaut de transformation physiologique des artères utéro-placentaires	
FOETO:PP.AUP-VAS-003	element	athérose	artère spiralée	aigu		arteres_uteroplacentaires	Athérose aiguë des artères spiralées	
FOETO:PP.AUP-VAS-004	entite	artériopathie	artère spiralée		malperfusion vasculaire maternelle (MVM)	arteres_uteroplacentaires	MVM — Artériopathie déciduale spiralée	
FOETO:PP.AUP-VAS-005	element	nécrose fibrinoïde pariétale	artère spiralée			arteres_uteroplacentaires	Nécrose fibrinoïde pariétale des artères spiralées	
FOETO:PP.AUP-VAS-006	element	thrombose	artère utéroplacentaire			arteres_uteroplacentaires	Thrombose des artères utéro-placentaires	
FOETO:PP.COR-INF-001	entite			grade 1	réponse inflammatoire fœtale (FIR)	cordon	FIR Grade 1	libellé purement gradué : ni lésion élémentaire ni siège précisés
FOETO:PP.COR-INF-002	entite	funiculite nécrosante	cordon ombilical	grade 2|nécrosant	réponse inflammatoire fœtale (FIR)	cordon	FIR Grade 2 — Funiculite nécrosante	
FOETO:PP.COR-INF-003	entite	inflammation à polynucléaires neutrophiles de la média	veine ombilicale	aigu|stade 1	réponse inflammatoire fœtale (FIR)	cordon	FIR Stage 1 — Phlébite ombilicale / vasculite choriale	libellé associe deux sièges distincts (veine ombilicale et vaisseaux choriaux) dans une même formulation
FOETO:PP.COR-INF-004	entite	inflammation à polynucléaires neutrophiles de la média	vaisseaux du cordon ombilical	aigu|stade 2	réponse inflammatoire fœtale (FIR)	cordon	FIR Stage 2 — Artérite ombilicale / funiculite	
FOETO:PP.COR-INF-005	entite	inflammation à polynucléaires neutrophiles de la média	vaisseau ombilical	concentrique|stade 3|trois vaisseaux	réponse inflammatoire fœtale (FIR)	cordon	FIR Stage 3 — Funiculite concentrique	
FOETO:PP.COR-INF-006	entite	funiculite	cordon ombilical	aigu	réponse inflammatoire fœtale (FIR)	cordon	Funiculite aiguë (réponse fœtale à l'infection)	
FOETO:PP.COR-INF-007	element	inflammation à polynucléaires neutrophiles de la média	vaisseau ombilical			cordon	Vascularite ombilicale	
FOETO:PP.PLA-MET-027	element	vacuolisation cytoplasmique	trophoblaste extravilleux			placenta	Vacuolisation du cytotrophoblaste extravilleux	
FOETO:PP.PLA-MET-028	element	vacuolisation stromale	stroma villositaire			placenta	Vacuolisation du stroma villositaire	
FOETO:PP.PLA-MET-029	element	épaississement épithélial	épithélium amniotique	contexte de diabète maternel		placenta	Épaississement de l'épithélium amniotique (diabète maternel)	le libellé accole un contexte clinique (diabète maternel) à la lésion élémentaire
FOETO:PP.PLA-NOR-001	element	pseudo-inclusion trophoblastique	trophoblaste villositaire	absence		placenta	Absence de pseudo-inclusions trophoblastiques	libellé formulé comme un constat négatif, pas comme une lésion observée
FOETO:PP.PLA-NOR-002	element	amas syncytiaux avec épaississement de la membrane basale	capillaire villositaire			placenta	Amas syncytiaux recouvrant les capillaires avec épaississement de la membrane basale	le libellé combine deux lésions élémentaires distinctes (amas syncytiaux, épaississement de la membrane basale)
FOETO:PP.PLA-NOR-003	structure		épithélium amniotique	pavimenteux à cubique simple		placenta	Amnion — épithélium pavimenteux à cubique simple	
FOETO:PP.PLA-NOR-004	structure		anneau sous-chorial de fermeture			placenta	Anneau sous-chorial de fermeture	
FOETO:PP.PLA-NOR-005	element	apoptose	cytotrophoblaste			placenta	Apoptose du cytotrophoblaste	
FOETO:PP.PLA-NOR-006	structure		placenta	général		placenta	Architecture générale du placenta	libellé purement générique, non factorisable en lésion ni en repère précis
FOETO:PP.PLA-NOR-007	structure		arbre villositaire	lobulaire		placenta	Architecture lobulaire de l'arbre villositaire	
FOETO:PP.PLA-NOR-008	structure		arbre villositaire			placenta	Architecture villositaire placentaire	libellé générique désignant l'architecture villositaire sans précision de niveau
FOETO:PP.PLA-NOR-009	entite	artère ombilicale unique	cordon ombilical	isolée		placenta	Artère ombilicale unique isolée	
FOETO:PP.PLA-NOR-010	structure		artère ombilicale	double couche musculaire lisse		placenta	Artère ombilicale — double couche musculaire lisse	
FOETO:PP.PLA-NOR-011	structure		artère spiralée			placenta	Artère utéroplacentaire (artère spiralée)	
FOETO:PP.PLA-NOR-012	structure		artère de villosité souche			placenta	Artères des villosités souches	
FOETO:PP.PAR-VAS-028	entite	hémorragie de sang frais déchirant la plaque basale	plaque basale	petites effusions|récent|stade 1	abruptio placentae	parenchyme	Abruptio placentae — stade 1 (plaque basale)	
FOETO:PP.PAR-VAS-029	entite	hémorragie de sang frais déchirant la plaque basale	plaque basale	récent|stade 2|vastes lames	abruptio placentae	parenchyme	Abruptio placentae — stade 2 (plaque basale)	
FOETO:PP.VDI-NOR-000	structure		villosité distale	normal		parenchyme	Villosité distale normale	
FOETO:PP.VIL-NOR-000	structure		villosité	normal		parenchyme	Villosités normales	
FOETO:PP.VIN-NOR-000	structure		villosité intermédiaire	normal		parenchyme	Villosité intermédiaire normale	
FOETO:PP.VSO-NOR-000	structure		villosité souche	normal		parenchyme	Villosité souche normale	
FOETO:PP.PLA-CLA-001	element	agglutination villositaire	villosité			placenta	Agglutination villositaire par fibrinoïde périvillositaire	
FOETO:PP.PLA-CLA-002	element	distorsion et perte des microvillosités	syncytiotrophoblaste			placenta	Distorsion/perte des microvillosités syncytiales	
FOETO:PP.PLA-CLA-003	element	dégénérescence	syncytiotrophoblaste			placenta	Dégénérescence syncytiale	
FOETO:PP.PLA-CLA-004	element	fibrose stromale	villosité souche			placenta	Fibrose stromale des villosités souches	
FOETO:PP.PLA-CLA-005	element	fibrose stromale	villosité			placenta	Fibrose stromale villositaire	
FOETO:PP.PLA-CLA-006	element	caryorrhexie stromale-vasculaire	villosité			placenta	Karyorrhexie stromale-vasculaire des villosités	
FOETO:PP.PLA-CLA-007	element	lésion vasculaire traumatique	vaisseau de la plaque choriale	post-ponction à l'aiguille		placenta	Lésion vasculaire de la surface chorionique après traumatisme par aiguille	
FOETO:PP.PLA-CLA-008	element	microfractures	amnios			placenta	Microfractures de l'amnios	
FOETO:PP.PLA-CLA-009	element	dégénérescence épithéliale	épithélium amniotique			placenta	Modifications dégénératives de l'amnion	
FOETO:PP.PLA-DYS-007	element	défaut de remodelage physiologique	artère utéroplacentaire			placenta	Défaut de transformation physiologique des artères utéroplacentaires	
FOETO:PP.PLA-DYS-008	element	extravasation érythrocytaire	stroma villositaire			placenta	Extravasation érythrocytaire stromale villositaire	
FOETO:PP.PLA-DYS-009	element	dépôt de fibrine intramural	paroi vasculaire			placenta	Fibrine intramural vasculaire	libellé n'indique pas s'il s'agit de vaisseaux fœtaux (plaque choriale/villosités-troncs) ou maternels
FOETO:PP.PLA-DYS-010	element	hyperplasie trophoblastique	trophoblaste villositaire			placenta	Hyperplasie trophoblastique	
FOETO:PP.PLA-DYS-011	element	hypertrophie pariétale	artériole déciduale			placenta	Hypertrophie murale des artérioles décidales	
FOETO:PP.PLA-DYS-012	element	hypertrophie pariétale	vaisseau de villosité tronculaire			placenta	Hypertrophie musculaire des vaisseaux des villosités-troncs	
FOETO:PP.PLA-DYS-013	entite	placentomégalie	placenta			placenta	Hypertrophie placentaire	anomalie de poids/volume macroscopique, non lésion microscopique
FOETO:PP.PLA-DYS-014	element	hypervascularité des vaisseaux fœtaux	villosité			placenta	Hypertrophie villositaire des vaisseaux fœtaux (hypervasculaire)	
FOETO:PP.PLA-DYS-015	entite	hypoplasie placentaire	placenta			placenta	Hypoplasie placentaire	anomalie de poids/volume macroscopique, non lésion microscopique
FOETO:PP.PLA-DYS-016	element	hypoplasie villositaire distale	villosité distale			placenta	Hypoplasie villositaire distale	
FOETO:PP.PLA-DYS-017	entite	érythroblastes dans l'espace intervilleux	espace intervilleux			placenta	Hémorragie fœto-maternelle à érythroblastes dans l'espace intervilleux	libellé mêlant l'entité hémorragie fœto-maternelle et son signe élémentaire (érythroblastes intervilleux)
FOETO:PP.PLA-DYS-018	entite	implantation superficielle	placenta			placenta	Implantation superficielle du placenta	
FOETO:PP.PLA-DYS-019	element	infiltrat stromal	stroma villositaire	Alcian blue positif		placenta	Infiltrat stromal Alcian blue positif	nature de l'infiltrat non précisée (mucopolysaccharides ?) et siège stromal supposé villositaire
FOETO:PP.PLA-DYS-020	element	caryorrhexie stromale	stroma villositaire			placenta	Karyorrhexie stromale villositaire	
FOETO:PP.PLA-DYS-021	element	kyste	chorion laeve			placenta	Kyste du chorion laeve	
FOETO:PP.PLA-MAL-040	element	tortuosité vasculaire	vaisseau de la plaque choriale	gémellaire		placenta	Tortuosité vasculaire choriale (placenta gémellaire)	
FOETO:PP.PLA-MAL-041	entite	vaisseaux aberrants	cordon ombilical			placenta	Vasa aberrantia du cordon ombilical	
FOETO:PP.PLA-MAL-042	entite	trajet membranaire de vaisseaux fœtaux non protégés devant l'orifice cervical	membranes			placenta	Vasa praevia	
FOETO:PP.PLA-MAL-043	entite	trajet membranaire de vaisseaux fœtaux non protégés devant l'orifice cervical	membranes	gémellaire		placenta	Vasa praevia (grossesse gémellaire)	
FOETO:PP.PLA-MET-001	element	accumulation de cholestérol et de lipides	syncytiotrophoblaste			placenta	Accumulation de cholestérol et lipides dans le syncytiotrophoblaste	
FOETO:PP.PLA-MET-002	element	accumulation de macrophages	placenta	obésité maternelle		placenta	Accumulation de macrophages placentaires (placenta maternel obèse)	siège intraplacentaire non précisé (villosité, chambre intervilleuse ?)
FOETO:PP.PLA-MET-003	element	athérose	vaisseau décidual			placenta	Athérose des vaisseaux déciduaux	
FOETO:PP.PLA-MET-004	element	calcification dystrophique	vaisseau fœtal placentaire	dystrophique		placenta	Calcification dystrophique des vaisseaux fœtaux placentaires	
FOETO:PP.PLA-MET-005	element	calcification	placenta			placenta	Calcifications intraplacentaires	siège intraplacentaire non spécifié
FOETO:PP.PLA-MET-006	element	calcification	dépôt fibrinoïde placentaire			placenta	Calcifications placentaires dans les lésions fibrinoïdes	
FOETO:PP.PLA-MET-007	element	dépôt d'hémosidérine	membranes			placenta	Dépôt d'hémosidérine dans les membranes	
FOETO:PP.PLA-MET-008	element	dépôt d'hémosidérine	membranes			placenta	Dépôts d'hémosidérine dans les membranes	
FOETO:PP.PLA-MET-009	element	dépôts de globotriaosylcéramide	cellule musculaire lisse du cordon ombilical			placenta	Dépôts de globotriaosylcéramide dans les cellules musculaires lisses du cordon	
FOETO:PP.PLA-MET-010	element	dépôt de glycogène	capillaire placentaire			placenta	Dépôts de glycogène dans les capillaires placentaires	
FOETO:PP.PLA-MET-011	element	granules intracytoplasmiques dans des vacuoles		PAS-positif		placenta	Granules PAS-positifs intracytoplasmiques dans les vacuoles	type cellulaire et siège non précisés dans le libellé
FOETO:PP.PLA-VAS-021	entite	infarctus	plaque basale	maternel		placenta	Infarctus maternel du plancher placentaire	libellé éponyme/consacré : désigne une entité (dépôt fibrinoïde massif du plancher) sans nommer la lésion élémentaire
FOETO:PP.PLA-VAS-022	element	infarctus	villosité	ancien		placenta	Infarctus villositaire ancien	
FOETO:PP.PLA-VAS-023	element	infarctus	villosité	ancien|villosités fantomatiques		placenta	Infarctus villositaire ancien (villosités fantomatiques)	
FOETO:PP.PLA-VAS-024	element	infarctus	villosité			placenta	Infarctus villositaire placentaire	
FOETO:PP.PLA-VAS-025	element	infarctus	villosité	récent		placenta	Infarctus villositaire récent	
FOETO:PP.PLA-VAS-026	element	infarctus	villosité	subaigu		placenta	Infarctus villositaire subaigu	
FOETO:PP.PLA-VAS-027	pattern			global	malperfusion vasculaire fœtale (FVM)	placenta	Malperfusion vasculaire fœtale globale	
