id	label_fr	referentiel	entite	role	stade	conforme	label_propose	ancre	verbatim_verifie	source	verbatim	probleme
FOETO:PP.PLA-MET-017	Macrophages avec pigment ferrique dans le cordon et les membranes	BENIRSCHKE	Hémosidérose choriodéciduale (choriodecidual haemosiderin staining)	manifestation		non_standard	Macrophages chargés d'hémosidérine dans les membranes (à scinder du siège funiculaire)	oui	oui	khong2019 ch41	Haemosiderin deposition can be observed not only in the extraplacental membranes but also in the chorionic plate and basal plate.	Siège composite (cordon + membranes) dans un même libellé ; doublon fonctionnel de MET-018
FOETO:PP.PLA-MET-018	Macrophages chargés d'hémosidérine dans les membranes	BENIRSCHKE	Hémosidérose choriodéciduale (choriodecidual haemosiderin staining)	manifestation		oui		oui	oui	vogel ch4	Siderophages (hemosiderin-containing macrophages) may indicate post inflammatory and fetal hemolytic diseases.	Quasi-doublon de MET-013, MET-016 et MET-017 : un seul terme devrait subsister
FOETO:PP.PLA-MET-019	Minéralisation segmentaire des villosités	BENIRSCHKE	Minéralisation de la membrane basale trophoblastique / minéralisation villositaire	manifestation		oui		oui	oui	benirschke ch22	Segmental villous mineralization in a totally sclerotic placenta of retained stillbirth may be useful in the differential diagnosis of etiology	Terme non couvert par Amsterdam ; à ne pas confondre avec les dépôts calciques de la membrane basale trophoblastique décrits séparément
FOETO:PP.PLA-MET-020	Pigment biliaire dans les macrophages des membranes (ictère fœtal)	BENIRSCHKE	Macrophages pigmentés des membranes (pigment biliaire, non ferrique)	manifestation		non_standard	Macrophages chargés de pigment biliaire dans les membranes	oui	oui	benirschke ch15	In other cases, bile vomiting may be the cause of such pigmented macrophages	La mention « ictère fœtal » est une interprétation clinique accolée au signe histologique
FOETO:PP.PLA-MET-021	Placentomégalie avec aspect pâle	BENIRSCHKE	Placenta hydropique / volumineux et pâle des maladies de surcharge et de l'hydrops	manifestation		oui		oui	oui	khong2019 ch20	Most cases present with either fetal hydrops or fetal growth restriction. The placenta may be pale and bulky in hydropic cases.	Signe macroscopique composite (poids + coloration) placé parmi des lésions histologiques élémentaires
FOETO:PP.PLA-MET-022	Produits de stockage anormaux dans le trophoblaste et les macrophages stromaux	BENIRSCHKE	Maladie de surcharge métabolique (produits de stockage anormaux placentaires)	manifestation		oui		oui	oui	benirschke ch11	Rarely the trophoblast and/or stromal macrophages may contain abnormal storage products in metabolic disorders.	Siège composite (trophoblaste + macrophages stromaux) et nature du matériel non précisée
FOETO:PP.PLA-MET-023	Vacuoles claires liées à une membrane dans les cellules placentaires (MEB)	BENIRSCHKE	Surcharge lysosomale (vacuoles limitées par une membrane en microscopie électronique)	critere		oui		oui	oui	benirschke ch24	Sialic acid storage disease: the Hofbauer cells, endothelium, and syncytium are packed with clear, membrane-bound vacuoles	Type cellulaire non précisé et technique d'observation (MEB) intégrée au libellé de la lésion
FOETO:PP.PLA-MET-024	Vacuolisation de l'endothélium capillaire villositaire	BENIRSCHKE	Vacuolisation du trophoblaste et du stroma — maladies héréditaires du métabolisme (surcharge lysosomale)	manifestation		oui		oui	oui	benirschke ch24	In routine examination of the placenta, the unusual finding is the cytoplasmic vacuolation of amnionic connective tissue cells and the villous capillary endothelial cells	
FOETO:PP.PLA-MET-025	Vacuolisation de l'épithélium amniotique	BENIRSCHKE	Vacuolisation du trophoblaste et du stroma — maladies héréditaires du métabolisme (surcharge lysosomale)	manifestation		oui		oui	oui	benirschke ch15	A possible distinctive vacuolar change of the amniotic epithelium associated with gastroschisis	Signe non spécifique : décrit à la fois dans les surcharges lysosomales et dans le gastroschisis, l'étiologie n'est pas portée par le libellé
FOETO:PP.PLA-MET-026	Vacuolisation des fibrocytes du cordon ombilical	BENIRSCHKE	Vacuolisation du trophoblaste et du stroma — maladies héréditaires du métabolisme (surcharge lysosomale)	manifestation		oui		oui	oui	benirschke ch24	including fibrocytes that appear as vacuoles in histologic study	
FOETO:PP.PLA-MET-027	Vacuolisation du cytotrophoblaste extravilleux	BENIRSCHKE	Vacuolisation du trophoblaste et du stroma — maladies héréditaires du métabolisme (surcharge lysosomale)	manifestation		oui		oui	oui	khong2019 ch20	extravillous chorion laeve trophoblast may be normally vacuolated, with large, clear cytoplasmic areas, corresponding to lipid droplets and pinocytotic vesicles	Le trophoblaste extravilleux du chorion laeve est normalement vacuolé : le terme mélange une variante normale et un signe de surcharge, sans critère de distinction
FOETO:PP.PLA-MET-028	Vacuolisation du stroma villositaire	BENIRSCHKE	Vacuolisation du trophoblaste et du stroma — maladies héréditaires du métabolisme (surcharge lysosomale)	manifestation		oui		oui	oui	khong2019 ch20	a placenta affected by sialic acid storage disease with marked trophoblast and stromal vacuolation	
FOETO:PP.PLA-MET-029	Épaississement de l'épithélium amniotique (diabète maternel)	BENIRSCHKE	Modifications placentaires du diabète maternel	manifestation		non_standard	Épaississement de l'épithélium amniotique (contexte clinique en qualifieur séparé)	non	non			Le libellé accole un contexte clinique (diabète maternel) à une lésion élémentaire ; aucun extrait du corpus ne documente un épaississement de l'épithélium amniotique dans le diabète
FOETO:PP.PLA-NOR-001	Absence de pseudo-inclusions trophoblastiques	BENIRSCHKE	Dysplasie mésenchymateuse placentaire (diagnostic différentiel avec la môle)	critere		non_standard	Pseudo-inclusions trophoblastiques — absentes (critère différentiel dysplasie mésenchymateuse / môle)	oui	oui	benirschke ch27	pseudoinclusions are typically absent	Énoncé négatif : constat d'absence utilisé comme critère différentiel, pas lésion observable en soi
FOETO:PP.PLA-NOR-002	Amas syncytiaux recouvrant les capillaires avec épaississement de la membrane basale	AMSTERDAM	DVM — retard de maturation villositaire (immaturité villositaire distale)	critere		non_standard	Scinder : « amas syncytiaux recouvrant les capillaires » et « épaississement de la membrane basale trophoblastique »	oui	oui	benirschke ch20	syncytial clumps overlying the capillaries with thickened basement membrane, paucity of vasculosyncytial membranes	Libellé composite combinant deux lésions élémentaires distinctes (amas syncytiaux ; épaississement de la membrane basale)
FOETO:PP.PLA-NOR-003	Amnion — épithélium pavimenteux à cubique simple	BENIRSCHKE	Anatomie normale des membranes — amnion	structure		oui		oui	oui	benirschke ch10	The amnion is a transparent non-vascularized membrane formed of three layers: a cuboidal or columnar epithelium, usually one cell thick, resting on a well-developed basement membrane	
FOETO:PP.PLA-NOR-004	Anneau sous-chorial de fermeture	BENIRSCHKE	Anatomie normale — zone marginale / anneau sous-chorial de fermeture	structure		oui		oui	oui	benirschke ch10	The zone between the two margins is referred to as the subchorial closing ring	
FOETO:PP.PLA-NOR-005	Apoptose du cytotrophoblaste	BENIRSCHKE	Trophoblaste villositaire normal — renouvellement et apoptose du cytotrophoblaste	structure		oui		oui	oui	benirschke ch6	Estimates of the apoptotic index in cytotrophoblast cells vary widely depending on the techniques used to identify the cells.	
FOETO:PP.PLA-NOR-006	Architecture générale du placenta	BENIRSCHKE	Anatomie macroscopique normale du placenta délivré	structure		non_standard	Placenta — architecture macroscopique normale (disque)	oui	oui	benirschke ch2	The full-term, delivered placenta is, in more than 90% of the cases, a disklike, flat, round to oval organ.	Libellé purement générique, fourre-tout : ne désigne ni une lésion ni un repère anatomique précis
FOETO:PP.PLA-NOR-007	Architecture lobulaire de l'arbre villositaire	BENIRSCHKE	Anatomie normale — organisation lobaire et lobulaire du disque placentaire	structure		oui		oui	oui	benirschke ch7	Radiograph of a mature placenta in which the fetal vasculature has been injected with a radiopaque medium to demonstrate the lobular architecture	
FOETO:PP.PLA-NOR-008	Architecture villositaire placentaire	VOGEL	Anatomie et maturation villositaire normales — types de villosités (ch. 1)	structure		non_standard	Arbre villositaire — architecture normale (types villositaires : mésenchymateuses, intermédiaires immatures et matures, terminales, souches)	oui	oui	vogel ch1	The villous tree is anatomically and functionally differentiated into several subtypes	Libellé générique : ne précise pas le niveau de l'arbre villositaire ni le type de villosité concerné
FOETO:PP.PLA-NOR-009	Artère ombilicale unique isolée	AMSTERDAM	Anomalies du cordon ombilical — artère ombilicale unique	manifestation		non_standard	Artère ombilicale unique (qualifieur « isolée » = sans malformation associée, à porter hors du libellé lésionnel)	oui	oui	benirschke ch32	SUA is more often seen in association with a range of congenital malformations, fetal growth restriction, and aneuploidy. Isolated SUA generally has a good prognosis.	Le qualifieur « isolée » est un constat clinico-malformatif fœtal, pas une caractéristique placentaire ; redondance avec le terme « Artère ombilicale unique »
FOETO:PP.PLA-NOR-010	Artère ombilicale — double couche musculaire lisse	BENIRSCHKE	Anatomie normale du cordon ombilical — vaisseaux ombilicaux	structure		non_standard	Artère ombilicale — média musculaire lisse (couches croisées spiralées)	oui	oui	benirschke ch16	The muscular coat of the arteries consists of a system of crossing spiraled fibers	Le libellé « double couche musculaire lisse » ne correspond pas à la description du corpus (fibres spiralées croisées, média interne/externe), risque de description inexacte.
FOETO:PP.PLA-NOR-011	Artère utéroplacentaire (artère spiralée)	BENIRSCHKE	Anatomie normale — artère utéroplacentaire (artère spiralée) de la plaque basale	structure		oui		oui	oui	benirschke ch9	An opening of a spiral artery through the basal plate of a  term delivered placenta stained with (a) hematoxylin and eosin	
FOETO:PP.PLA-NOR-012	Artères des villosités souches	BENIRSCHKE	Anatomie normale — vaisseaux des villosités souches	structure		oui		oui	oui	benirschke ch7	Within trunci, rami, and large ramuli, the fetal vessels are composed of arteries and veins that are accompanied by smaller arterioles and venules as well as superficially located paravascular capillaries	
FOETO:PP.PLA-NOR-013	Aspect en mosaïque de villosités normales et dysplasiques	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	manifestation		non_standard	Villosités dysplasiques intermêlées de villosités normales (dysplasie mésenchymateuse placentaire)	oui	oui	benirschke ch27	Higher  magnification view of a different region showing intermixed normal  and dysplastic villi.	Libellé descriptif d'un aspect panoramique ; la lésion élémentaire n'est pas précisée et l'entité de rattachement (PMD) n'apparaît pas dans le nom.
FOETO:PP.PLA-NOR-014	Asymétrie de l'épaisseur pariétale des vaisseaux chorioniques de surface	BENIRSCHKE	Dysplasie mésenchymateuse placentaire — anomalies des vaisseaux de la plaque choriale	manifestation		non_standard	Vaisseaux chorioniques de surface à paroi d'épaisseur irrégulière	oui	oui	benirschke ch27	markedly dilated and tortuous chorionic  plate and umbilical vessels with thickened walls and intramural fibrin	Terme non standard, non défini comme lésion autonome dans les référentiels ; doublon quasi exact de PP.PLA-NOR-015.
FOETO:PP.PLA-NOR-015	Asymétrie de la paroi des vaisseaux de la plaque choriale	BENIRSCHKE	Dysplasie mésenchymateuse placentaire — anomalies des vaisseaux de la plaque choriale	manifestation		non_standard	Amincissement segmentaire de la paroi d'un vaisseau de la plaque choriale	oui	oui	khong2019 ch52	Segmental thinning of the umbilical vein  showing abrupt transition from normal to thinned segment	Doublon quasi exact de PP.PLA-NOR-014 ; libellé mêlant asymétrie et amincissement, entité de rattachement incertaine.
FOETO:PP.PLA-NOR-016	Augmentation de l'index prolifératif des cytotrophoblastes villositaires	VOGEL	Corrélation clinico-pathologique — diabète maternel / obésité	manifestation		non_standard	Index prolifératif (Ki67) augmenté des cytotrophoblastes villositaires (diabète maternel)	oui	oui	benirschke ch20	showing an increased proliferative index in terminal villi (1–3 positive nuclei/ villous). Ki 67 immunohistochemistry, ×400	Critère immunohistochimique quantitatif rattaché à une corrélation clinique, sans entité lésionnelle propre.
FOETO:PP.PLA-NOR-017	Augmentation de la densité des cytotrophoblastes villositaires	VOGEL	Corrélation clinico-pathologique — diabète maternel / obésité	manifestation		non_standard	Densité augmentée des cytotrophoblastes villositaires (placenta diabétique)	oui	oui	benirschke ch20	increased numerical density of villous cytotrophoblast (white cytoplasm with blue  nuclei)	Manifestation descriptive non autonome, indissociable du tableau du placenta diabétique.
FOETO:PP.PLA-NOR-018	Augmentation de la surface villositaire totale	VOGEL	Corrélation clinico-pathologique — diabète maternel	manifestation		non_standard	Surface villositaire totale augmentée (diabète insulino-dépendant)	oui	oui	benirschke ch20	Increased villous surface area is seen in placentas from  women with insulin-dependent diabetes	Paramètre morphométrique global, non gradé, sans définition seuil dans les référentiels.
FOETO:PP.PLA-NOR-019	Augmentation des cellules trophoblastiques géantes du site d'implantation	BENIRSCHKE	Réaction exagérée du site d'implantation (exaggerated placental site)	manifestation		non_standard	Cellules trophoblastiques géantes du site d'implantation augmentées en nombre (réaction exagérée du site placentaire)	oui	oui	vogel ch12	mononuclear and intermediate tropho blastic giant cells with in creased number of giant cells	Le libellé décrit un critère isolé de l'EPS sans nommer l'entité, d'où un risque de granularité incohérente.
FOETO:PP.PLA-NOR-020	Augmentation des nœuds syncytiaux dans les villosités avasculaires	AMSTERDAM	FVM — malperfusion vasculaire fœtale (villosités avasculaires)	manifestation		non_standard	Nœuds syncytiaux augmentés au contact de villosités avasculaires	oui	oui	benirschke ch7	True knots are particularly common in the postmature placenta, and are also markedly increased in cases of stem villus artery thrombosis	Libellé composite associant un marqueur de MVM (nœuds syncytiaux) à un critère de FVM (villosités avasculaires) : deux axes lésionnels mêlés.
FOETO:PP.PLA-NOR-021	Bourgeon syncytial / bourgeon trophoblastique	BENIRSCHKE	Anatomie normale — sprouting villositaire (bourgeon syncytial / trophoblastique)	structure		non_standard	Bourgeon syncytial (stade initial du sprouting villositaire)	oui	oui	benirschke ch7	the typical sequence of structures repre- senting the process of villous sprouting is as follows: syn- cytial sprout, trophoblastic sprout with a central core of  cytotrophoblast, villous sprout with some connective tis- sue, and mesenchymal villus	Le libellé fusionne deux stades distincts et successifs du sprouting (bourgeon syncytial puis trophoblastique) sous une double dénomination.
FOETO:PP.PLA-NOR-022	Bourgeons syncytiaux	BENIRSCHKE	Anatomie normale — bourgeons syncytiaux (syncytial sprouts)	structure		oui		oui	oui	benirschke ch6	Syncytial sprouts are most frequently seen during early pregnancy although they can still be observed in the mature placenta, particularly in the peripheral regions of a lobule and near the chorionic plate	Doublon partiel avec PP.PLA-NOR-021.
FOETO:PP.PLA-NOR-023	Bourgeons vasculaires endothéliaux villositaires	BENIRSCHKE	Anatomie normale — angiogenèse villositaire (bourgeons capillaires)	structure		non_standard	Bourgeons capillaires villositaires (capillary sprouts)	oui	oui	benirschke ch7	blind-ending cap- illary sprouts arising through “Y”-shaped bifurcation of the  vessels can protrude in a similar fashion	« Bourgeon vasculaire endothélial » n'est pas le terme du corpus, qui parle de capillary sprouts.
FOETO:PP.PLA-NOR-024	Bourgeons villositaires (villosité sprout)	BENIRSCHKE	Anatomie normale — sprouting villositaire (villous sprout)	structure		oui		oui	oui	benirschke ch7	The still unvascularized tips of mesenchymal villi are referred to as villous sprouts.	
FOETO:PP.PLA-NOR-025	Calcifications placentaires	BENIRSCHKE	Calcifications placentaires (minéralisation du parenchyme)	manifestation		oui		oui	oui	khong2019 ch37	Calcification in the placenta is a relatively frequent finding that has attracted the attention of placental pathologists and radiologists.	Redondant avec « Calcifications », « Calcifications intraplacentaires » et « Calcifications » du vocabulaire : granularité incohérente pour un même constat.
FOETO:PP.PLA-NOR-026	Calcifications placentaires absentes ou rares	BENIRSCHKE	Calcifications placentaires (minéralisation du parenchyme)	manifestation		non_standard	Calcifications placentaires — quantification : absentes ou rares	oui	oui	benirschke ch32	Calcifications are most often seen as echodensic “speckling” usually near the basal plate and septa and are a normal feature of placental maturation.	Énoncé négatif : le libellé code une absence/rareté, c'est-à-dire un qualifieur de quantité de la lésion « calcifications placentaires », non une entité distincte.
FOETO:PP.PLA-NOR-027	Canaux stromaux villeux	BENIRSCHKE	Anatomie normale — stroma villositaire (canaux stromaux des villosités intermédiaires immatures)	structure		oui		oui	oui	benirschke ch7	The rounded, vacuolated macrophages are located in stromal channels, which are devoid of connective tissue fibers and therefore appear as empty holes.	
FOETO:PP.PLA-NOR-028	Capillaires fœtaux villeux	BENIRSCHKE	Anatomie normale — vascularisation fœtale villositaire	structure		oui		oui	oui	benirschke ch7	Fetal vessels, such as capillaries, arterioles, and venules, together with scarce bundles of collagen fibers, are positioned between the channels	
FOETO:PP.PLA-NOR-029	Capillaires paravasculaires des villosités souches	BENIRSCHKE	Anatomie normale — réseau capillaire paravasculaire des villosités souches	structure		oui		oui	oui	benirschke ch9	The paravascular capillaries follow a straight course, mostly parallel to the longitudinal axis of the villus, connected to the arteries and veins by short arteriolar and venular segments.	
FOETO:PP.PLA-NOR-030	Capillaires sinusoïdaux villositaires dilatés	VOGEL	Maturation villositaire normale — villosités terminales (dilatation sinusoïdale des capillaires, membranes vasculo-syncytiales)	structure		oui		oui	oui	vogel ch1	and subepithelial sinusoidal dilatation of the capillaries	Libellé formulé comme une lésion (« dilatés ») alors qu'il décrit un trait de maturation normale des villosités terminales : statut normal/lésionnel ambigu.
FOETO:PP.PLA-NOR-031	Cartilage sous-amniotique (reliquat)	BENIRSCHKE	Reliquats et inclusions sous-amniotiques (cartilage, os, peau)	structure		oui		oui	oui	benirschke ch15	Subamnionic mature cartilage in normal placenta.	Frontière structure normale / inclusion non tranchée : Benirschke décrit ces nids comme non néoplasiques et sans conséquence clinique.
FOETO:PP.PLA-NOR-032	Cavité centrale du lobule (zone d'afflux artériel)	BENIRSCHKE	Anatomie normale — architecture lobulaire (cavité centrale du lobule, zone d'afflux artériel)	structure		oui		oui	oui	benirschke ch7	Each lobule has a hollow villus-free center (Fig. 7.19a), and corrosion casting has demonstrated that maternal blood from a spiral artery is directed into that space	
FOETO:PP.PLA-NOR-033	Cellules de Hofbauer — macrophages stromaux villositaires	BENIRSCHKE	Anatomie normale — macrophages villositaires (cellules de Hofbauer)	structure		oui		oui	oui	benirschke ch7	characterized by numerous macrophages (Hofbauer cells)	Doublon de contenu avec « Macrophage villositaire (cellule de Hofbauer) » et « Macrophages villeux (cellules de Hofbauer) ».
FOETO:PP.PLA-NOR-034	Cellules déciduales	BENIRSCHKE	Anatomie normale — décidue (cellules déciduales)	structure		oui		oui	oui	benirschke ch8	In humans, the endometrium transforms into decidua under the influence of progesterone, following estrogen priming, and the first signs become visible on day 23 of the menstrual cycle.	
FOETO:PP.PLA-NOR-035	Cellules musculaires lisses myométriales dans la décidua	ACCRETA	Placenta accreta spectrum — fibres myométriales de la plaque basale (BPMF)	manifestation		non_standard	Fibres myométriales de la plaque basale (BPMF)	oui	oui	khong2019 ch34	When the myometrial fibres are in contact with basal chorionic villi and/or Rohr’s fibrin, a diagnosis of “histologic accreta” can be made	Le libellé décrit une observation topographique (muscle lisse dans la décidue) sans dire qu'il s'agit de l'entité BPMF, dont la valeur diagnostique dépend de l'épaisseur de décidue résiduelle.
FOETO:PP.PLA-NOR-036	Cellules mésenchymateuses stromales villeuses	BENIRSCHKE	Anatomie normale — cellules mésenchymateuses / fibroblastes du stroma villositaire	structure		oui		oui	oui	benirschke ch6	The newly formed fibroblasts have elongated, stellate cell bodies that measure about 20 to 30 μm in length	
FOETO:PP.PLA-NOR-037	Chorion laeve (membranes libres)	BENIRSCHKE	Anatomie normale des membranes — chorion laeve (chorion lisse)	structure		oui		oui	oui	benirschke ch15	form a multilayered compact lamella, the smooth chorion [174] (also known as chorion laeve)	
FOETO:PP.PLA-NOR-038	Chorion laeve — architecture trophoblastique	BENIRSCHKE	Anatomie normale des membranes — couche trophoblastique extravillositaire du chorion laeve	structure		non_standard	Couche trophoblastique extravillositaire du chorion laeve	oui	oui	benirschke ch15	A highly variable layer of trophoblast cells persists until term. These cells are the only residues of the former villi of the chorion frondosum	Libellé de type rubrique (« — architecture trophoblastique ») : intitulé de section plutôt que signe observable, et redondant avec « Chorion laeve (membranes libres) ».
FOETO:PP.PLA-NOR-039	Collagène péri-vasculaire de la plaque choriale	BENIRSCHKE	Anatomie normale — plaque choriale (tissu conjonctif paravasculaire)	structure		oui		oui	oui	vogel ch1	paravascular connective tissue fibers in a loose stroma	
FOETO:PP.PLA-NOR-040	Colonne cellulaire trophoblastique	BENIRSCHKE	Anatomie normale — colonnes trophoblastiques (cell columns) des villosités d'ancrage	structure		oui		oui	oui	benirschke ch8	In early pregnancy, the cells at the distal end of the column spread laterally to form the cytotrophoblast shell at the maternal-fetal interface, the forerunner of the basal plate	Doublon de granularité avec FOETO:PP.PLA-NOR-041 qui décrit la même structure (colonnes de cytotrophoblaste extravilleux des villosités d'ancrage).
FOETO:PP.PLA-NOR-041	Colonnes de cytotrophoblaste extravilleux (colonnes d'ancrage)	BENIRSCHKE	Anatomie normale — colonnes trophoblastiques (cell columns) des villosités d'ancrage	structure		oui		oui	oui	benirschke ch10	extravillous trophoblast cells at the tips of cytotrophoblast cell columns of anchoring villi extend laterally and merge together	Doublon avec FOETO:PP.PLA-NOR-040 ; libellé composite mêlant la colonne cellulaire et la villosité d'ancrage.
FOETO:PP.PLA-NOR-042	Contours villositaires lisses	BENIRSCHKE	Dysplasie mésenchymateuse placentaire / diagnostic différentiel des villosités molaires	critere		oui		oui	oui	benirschke ch27	smooth; pseudoinclusions are typically absent	Terme classé en structure normale alors qu'il ne prend sens que comme critère négatif de diagnostic différentiel (môle / dysplasie mésenchymateuse).
FOETO:PP.PLA-NOR-043	Cordon ombilical bifurqué (jumeaux MoMo)	GEMELLAIRE	Placenta monochorionique monoamniotique — variantes du cordon (cordon bifurqué/fourchu)	manifestation		oui		oui	oui	benirschke ch18	Monoamniotic twins may have a single or a forked umbilical cord (Fig. 18.50; see also [264] who reported live-born twins), or there may be two separate cords.	Libellé rangé dans l'architecture normale alors qu'il décrit une variante propre à la gémellité monoamniotique ; le contexte gémellaire est empaqueté dans le nom.
FOETO:PP.PLA-NOR-044	Cordon ombilical hyperenroulé	AMSTERDAM	Cordon ombilical — hyperspiralisation (hypercoiling)	manifestation		oui		oui	oui	amsterdam ch1	However, deep grooves between coils in hypercoiled cords have been associated with stillbirth35 and should be reported.	Doublon du terme « Hyperenroulement du cordon ombilical » du même vocabulaire ; terme lésionnel classé dans le bloc d'architecture normale.
FOETO:PP.PLA-NOR-045	Cordon ombilical long	BENIRSCHKE	Longueur anormale du cordon ombilical — cordon long (> 70 cm à terme)	manifestation		oui		oui	oui	benirschke ch16	An excessively long cord poses problems because the fetus may become entangled in it, or the cord may prolapse, especially after the membranes rupture.	Le seuil métrique (> 70 cm à terme) n'est pas porté par le libellé ; terme lésionnel classé dans le bloc d'architecture normale.
FOETO:PP.PLA-NOR-046	Cordon ombilical — architecture normale	BENIRSCHKE	Anatomie normale du cordon ombilical (vaisseaux, gelée de Wharton, spiralisation)	structure		oui		oui	oui	khong2019 ch47	The umbilical cord has a characteristic coiling pattern with both arteries coiling around the vein.	
FOETO:PP.PLA-NOR-047	Cotylédons fœtaux (arbres villeux)	BENIRSCHKE	Anatomie normale — arbres villositaires (lobules / cotylédons fœtaux)	structure		oui		oui	oui	benirschke ch2	One to three villous trees (fetal cotyledons) are projected on one lobe (maternal cotyledon)	Le terme « cotylédon » est déconseillé par Benirschke ch7 (préférer lobule ou placentone) au profit de « arbre villositaire ».
FOETO:PP.PLA-NOR-048	Cotylédons maternels (lobes placentaires)	BENIRSCHKE	Anatomie normale — lobes maternels de la plaque basale	structure		oui		oui	oui	benirschke ch2	An incomplete system of grooves subdivides the basal surface of the placenta into 10–40 slightly elevated areas called maternal lobes or cotyledons	Terminologie ambivalente : « cotylédon » désigne ici le lobe maternel, ailleurs l'arbre villositaire fœtal (cf. FOETO:PP.PLA-NOR-047).
FOETO:PP.PLA-NOR-049	Couche cytotrophoblastique quasi-complète	VOGEL	Maturation villositaire normale — proportion de cytotrophoblaste selon l'âge gestationnel	stade		oui		oui	oui	vogel ch1	The chorionic epithelium is continuously double-layered and has large nuclei.	Libellé quantitatif flou (« quasi-complète ») sans seuil ni âge gestationnel de référence.
FOETO:PP.PLA-NOR-050	Couche spongieuse (amnios-chorion)	BENIRSCHKE	Anatomie normale des membranes — couche spongieuse amnio-choriale	structure		oui		oui	oui	benirschke ch10	Spongy layer, separating amnion and chorion	Triple doublon avec FOETO:PP.PLA-NOR-051 et FOETO:PP.PLA-NOR-052 (même structure, trois libellés).
FOETO:PP.PLA-NOR-051	Couche spongieuse (intermédiaire) des membranes	BENIRSCHKE	Anatomie normale des membranes — couche spongieuse amnio-choriale	structure		oui		oui	oui	benirschke ch10	Toward term the contact becomes more even, but the spongy layer still represents a shear plane, allowing movement between the amnion and chorion.	Doublon de FOETO:PP.PLA-NOR-050 et FOETO:PP.PLA-NOR-052.
FOETO:PP.PLA-NOR-052	Couche spongieuse amnio-choriale	BENIRSCHKE	Anatomie normale des membranes — couche spongieuse amnio-choriale	structure		oui		oui	oui	benirschke ch10	The clefts separating the two membranes are partially lined by small, rounded cells	Doublon de FOETO:PP.PLA-NOR-050 et FOETO:PP.PLA-NOR-051.
FOETO:PP.PLA-NOR-053	Coussinets myxoïdes intimaux des vaisseaux de la plaque choriale	BENIRSCHKE	Anatomie normale de la plaque choriale — coussinets endothéliaux (intimaux) des vaisseaux chorioniques	structure		non_standard	Coussinet endothélial (intimal) des vaisseaux de la plaque choriale	oui	oui	khong2019 ch2	These changes have been termed endothelial cushions.	Libellé non standard (« myxoïde ») et ambigu : le coussinet endothélial n'est tenu pour pathologique que s'il s'accompagne d'une rupture endothéliale et d'un dépôt de fibrine (alors classable en dépôt de fibrine intramural de la FVM).
FOETO:PP.PLA-NOR-054	Cytotrophoblaste en voie de fusion (différenciation syncytiale)	BENIRSCHKE	Anatomie normale du trophoblaste villositaire — fusion cytotrophoblaste/syncytiotrophoblaste	structure		oui		oui	oui	benirschke ch6	Diagrammatic representation of the differentiation of a cytotrophoblast cell during the fusion process, and the progression of the resulting syncytial nucleus into a syncytial knot	Terme de biologie cellulaire ultrastructurale, non observable en routine sur coupe HES : granularité incohérente avec un vocabulaire diagnostique.
FOETO:PP.PLA-NOR-055	Cytotrophoblaste villeux (cellules de Langhans)	BENIRSCHKE	Cytotrophoblaste villeux (cellules de Langhans) — anatomie villositaire normale	structure		oui		oui	oui	benirschke ch6	Villous cytotrophoblast forms the germinative trophoblastic layer beneath the syncytiotrophoblast.	Doublon strict avec PP.PLA-NOR-056 (« villeux » / « villositaire »).
FOETO:PP.PLA-NOR-056	Cytotrophoblaste villositaire (cellules de Langhans)	BENIRSCHKE	Cytotrophoblaste villeux (cellules de Langhans) — anatomie villositaire normale	structure		oui		oui	oui	benirschke ch6	Villous cytotrophoblast forms the germinative trophoblastic layer beneath the syncytiotrophoblast.	Doublon strict avec PP.PLA-NOR-055 ; un seul libellé à conserver.
FOETO:PP.PLA-NOR-057	Dilatation des citernes du réticulum endoplasmique syncytial	BENIRSCHKE	Ultrastructure du syncytiotrophoblaste — dilatation des citernes du réticulum endoplasmique (stress du RE)	manifestation		oui		oui	oui	benirschke ch6	Under conditions of optimal fixation, the endoplasmic reticulum cisternae are narrow, 20–30 nm, and parallel [424], but delay in fixation rapidly leads to dilation, reflecting loss of ionic homeostasis	Signe purement ultrastructural (MET), non évaluable en microscopie optique et largement dépendant du délai de fixation (artéfact possible).
FOETO:PP.PLA-NOR-058	Dilatation sinusoïdale des capillaires fœtaux	VOGEL	Maturation villositaire normale — villosités intermédiaires matures et terminales (dilatation sinusoïdale des capillaires)	structure		oui		oui	oui	vogel ch1	The capillaries may show sinusoidal dilatation and be tightly connected to the epithelial surface, forming vasculosyncytial membranes.	Caractère normal de la maturation terminale libellé comme une lésion ; à ne pas coder comme anomalie isolée.
FOETO:PP.PLA-NOR-059	Discordance de maturité villositaire entre jumeaux monochorioniques	GEMELLAIRE	Grossesse monochorioniale — discordance placentaire entre jumeaux (partage inégal / TTTS)	manifestation		oui		non	non			Aucun extrait ne définit la discordance de maturité villositaire entre jumeaux d'un même placenta monochorionique ; rattachement jugé de mémoire.
FOETO:PP.PLA-NOR-060	Décidua capsulaire (membranes)	BENIRSCHKE	Décidue capsulaire — anatomie normale des membranes	structure		oui		oui	oui	benirschke ch15	This layer around the amniotic cavity (see below) containing the embryoblast is called the capsular decidua (decidua capsularis).	
